,epoch,train_loss,train_f1,train_exact_match,val_loss,val_f1,val_exact_match
0,0,0.4326720528739786,0.7753830593071593,0.7789783889980354,0.2971629354338975,0.7599833828633915,0.8121960344182566
1,1,0.32734820876418097,0.8318927553765176,0.8135934137898775,0.29545010102135294,0.7814239556456428,0.8157500935278713
2,2,0.30575664470707287,0.8249957574809493,0.8153241650294696,0.2892275129783056,0.7746372470120307,0.8142536475869809
3,3,0.2936052692647235,0.838764875491491,0.8257086724670222,0.28808709945293404,0.7755321537633231,0.8176206509539843
