,epoch,train_loss,train_f1,train_exact_match,val_loss,val_f1,val_exact_match
0,0,0.4244081189063126,0.7703511277601455,0.7841706427168117,0.32707880322899047,0.8203529013576517,0.8047138047138047
1,1,0.3239711324394763,0.8229933436834079,0.8130320890635232,0.3131519271770403,0.827720177857788,0.8088290310512533
2,2,0.3110995340966362,0.8241985393975164,0.8179436804191225,0.33184517084252246,0.8141489390302147,0.8022820800598578
3,3,0.2975080496722398,0.8292189618234397,0.8193937692955374,0.32241838867299694,0.8169971041332293,0.7989150766928544
